episode_index,source_prefix,source_episode_index,length,dataset_from_index,dataset_to_index,archive_key,archive_url
1624,target/atomic/CoffeeSetupMug/20250813,104,221,449207,449428,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1625,target/atomic/CoffeeSetupMug/20250813,105,209,449428,449637,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1626,target/atomic/CoffeeSetupMug/20250813,106,232,449637,449869,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1627,target/atomic/CoffeeSetupMug/20250813,107,240,449869,450109,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1628,target/atomic/CoffeeSetupMug/20250813,108,197,450109,450306,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1629,target/atomic/CoffeeSetupMug/20250813,109,184,450306,450490,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1630,target/atomic/CoffeeSetupMug/20250813,110,181,450490,450671,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1631,target/atomic/CoffeeSetupMug/20250813,111,209,450671,450880,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1632,target/atomic/CoffeeSetupMug/20250813,112,247,450880,451127,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1633,target/atomic/CoffeeSetupMug/20250813,113,172,451127,451299,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1634,target/atomic/CoffeeSetupMug/20250813,114,211,451299,451510,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1635,target/atomic/CoffeeSetupMug/20250813,115,200,451510,451710,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1636,target/atomic/CoffeeSetupMug/20250813,116,202,451710,451912,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1637,target/atomic/CoffeeSetupMug/20250813,117,185,451912,452097,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1638,target/atomic/CoffeeSetupMug/20250813,118,177,452097,452274,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1639,target/atomic/CoffeeSetupMug/20250813,119,223,452274,452497,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1640,target/atomic/CoffeeSetupMug/20250813,120,242,452497,452739,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1641,target/atomic/CoffeeSetupMug/20250813,121,233,452739,452972,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1642,target/atomic/CoffeeSetupMug/20250813,122,182,452972,453154,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1643,target/atomic/CoffeeSetupMug/20250813,123,201,453154,453355,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1644,target/atomic/CoffeeSetupMug/20250813,124,275,453355,453630,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1645,target/atomic/CoffeeSetupMug/20250813,125,317,453630,453947,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1646,target/atomic/CoffeeSetupMug/20250813,126,342,453947,454289,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1647,target/atomic/CoffeeSetupMug/20250813,127,276,454289,454565,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1648,target/atomic/CoffeeSetupMug/20250813,128,197,454565,454762,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1649,target/atomic/CoffeeSetupMug/20250813,129,255,454762,455017,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1650,target/atomic/CoffeeSetupMug/20250813,130,216,455017,455233,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1651,target/atomic/CoffeeSetupMug/20250813,131,248,455233,455481,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1652,target/atomic/CoffeeSetupMug/20250813,132,184,455481,455665,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1653,target/atomic/CoffeeSetupMug/20250813,133,187,455665,455852,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1654,target/atomic/CoffeeSetupMug/20250813,134,217,455852,456069,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1655,target/atomic/CoffeeSetupMug/20250813,135,208,456069,456277,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1656,target/atomic/CoffeeSetupMug/20250813,136,434,456277,456711,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1657,target/atomic/CoffeeSetupMug/20250813,137,234,456711,456945,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1658,target/atomic/CoffeeSetupMug/20250813,138,200,456945,457145,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1659,target/atomic/CoffeeSetupMug/20250813,139,262,457145,457407,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1660,target/atomic/CoffeeSetupMug/20250813,140,289,457407,457696,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1661,target/atomic/CoffeeSetupMug/20250813,141,230,457696,457926,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1662,target/atomic/CoffeeSetupMug/20250813,142,229,457926,458155,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1663,target/atomic/CoffeeSetupMug/20250813,143,295,458155,458450,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1664,target/atomic/CoffeeSetupMug/20250813,144,204,458450,458654,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1665,target/atomic/CoffeeSetupMug/20250813,145,311,458654,458965,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1666,target/atomic/CoffeeSetupMug/20250813,146,254,458965,459219,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1667,target/atomic/CoffeeSetupMug/20250813,147,269,459219,459488,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1668,target/atomic/CoffeeSetupMug/20250813,148,204,459488,459692,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1669,target/atomic/CoffeeSetupMug/20250813,149,276,459692,459968,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1670,target/atomic/CoffeeSetupMug/20250813,150,285,459968,460253,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1671,target/atomic/CoffeeSetupMug/20250813,151,230,460253,460483,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1672,target/atomic/CoffeeSetupMug/20250813,152,231,460483,460714,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1673,target/atomic/CoffeeSetupMug/20250813,153,203,460714,460917,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1674,target/atomic/CoffeeSetupMug/20250813,154,201,460917,461118,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1675,target/atomic/CoffeeSetupMug/20250813,155,202,461118,461320,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1676,target/atomic/CoffeeSetupMug/20250813,156,191,461320,461511,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1677,target/atomic/CoffeeSetupMug/20250813,157,185,461511,461696,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1678,target/atomic/CoffeeSetupMug/20250813,158,246,461696,461942,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1679,target/atomic/CoffeeSetupMug/20250813,159,218,461942,462160,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1680,target/atomic/CoffeeSetupMug/20250813,160,173,462160,462333,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1681,target/atomic/CoffeeSetupMug/20250813,161,229,462333,462562,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1682,target/atomic/CoffeeSetupMug/20250813,162,199,462562,462761,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1683,target/atomic/CoffeeSetupMug/20250813,163,219,462761,462980,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1684,target/atomic/CoffeeSetupMug/20250813,164,217,462980,463197,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1685,target/atomic/CoffeeSetupMug/20250813,165,208,463197,463405,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1686,target/atomic/CoffeeSetupMug/20250813,166,220,463405,463625,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1687,target/atomic/CoffeeSetupMug/20250813,167,217,463625,463842,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1688,target/atomic/CoffeeSetupMug/20250813,168,232,463842,464074,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1689,target/atomic/CoffeeSetupMug/20250813,169,235,464074,464309,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1690,target/atomic/CoffeeSetupMug/20250813,170,262,464309,464571,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1691,target/atomic/CoffeeSetupMug/20250813,171,241,464571,464812,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1692,target/atomic/CoffeeSetupMug/20250813,172,228,464812,465040,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1693,target/atomic/CoffeeSetupMug/20250813,173,228,465040,465268,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1694,target/atomic/CoffeeSetupMug/20250813,174,230,465268,465498,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1695,target/atomic/CoffeeSetupMug/20250813,175,237,465498,465735,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1696,target/atomic/CoffeeSetupMug/20250813,176,190,465735,465925,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1697,target/atomic/CoffeeSetupMug/20250813,177,228,465925,466153,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1698,target/atomic/CoffeeSetupMug/20250813,178,255,466153,466408,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1699,target/atomic/CoffeeSetupMug/20250813,179,254,466408,466662,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1700,target/atomic/CoffeeSetupMug/20250813,180,255,466662,466917,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1701,target/atomic/CoffeeSetupMug/20250813,181,190,466917,467107,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1702,target/atomic/CoffeeSetupMug/20250813,182,245,467107,467352,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1703,target/atomic/CoffeeSetupMug/20250813,183,142,467352,467494,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1704,target/atomic/CoffeeSetupMug/20250813,184,206,467494,467700,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1705,target/atomic/CoffeeSetupMug/20250813,185,231,467700,467931,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1706,target/atomic/CoffeeSetupMug/20250813,186,360,467931,468291,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1707,target/atomic/CoffeeSetupMug/20250813,187,236,468291,468527,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1708,target/atomic/CoffeeSetupMug/20250813,188,172,468527,468699,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1709,target/atomic/CoffeeSetupMug/20250813,189,227,468699,468926,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1710,target/atomic/CoffeeSetupMug/20250813,190,223,468926,469149,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1711,target/atomic/CoffeeSetupMug/20250813,191,260,469149,469409,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1712,target/atomic/CoffeeSetupMug/20250813,192,206,469409,469615,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1713,target/atomic/CoffeeSetupMug/20250813,193,179,469615,469794,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1714,target/atomic/CoffeeSetupMug/20250813,194,256,469794,470050,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1715,target/atomic/CoffeeSetupMug/20250813,195,293,470050,470343,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1716,target/atomic/CoffeeSetupMug/20250813,196,192,470343,470535,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1717,target/atomic/CoffeeSetupMug/20250813,197,293,470535,470828,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1718,target/atomic/CoffeeSetupMug/20250813,198,244,470828,471072,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1719,target/atomic/CoffeeSetupMug/20250813,199,243,471072,471315,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1720,target/atomic/CoffeeSetupMug/20250813,200,195,471315,471510,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1721,target/atomic/CoffeeSetupMug/20250813,201,196,471510,471706,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1722,target/atomic/CoffeeSetupMug/20250813,202,272,471706,471978,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1723,target/atomic/CoffeeSetupMug/20250813,203,227,471978,472205,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1724,target/atomic/CoffeeSetupMug/20250813,204,289,472205,472494,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1725,target/atomic/CoffeeSetupMug/20250813,205,212,472494,472706,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1726,target/atomic/CoffeeSetupMug/20250813,206,245,472706,472951,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1727,target/atomic/CoffeeSetupMug/20250813,207,288,472951,473239,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1728,target/atomic/CoffeeSetupMug/20250813,208,260,473239,473499,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1729,target/atomic/CoffeeSetupMug/20250813,209,204,473499,473703,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1730,target/atomic/CoffeeSetupMug/20250813,210,235,473703,473938,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1731,target/atomic/CoffeeSetupMug/20250813,211,191,473938,474129,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1732,target/atomic/CoffeeSetupMug/20250813,212,229,474129,474358,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1733,target/atomic/CoffeeSetupMug/20250813,213,196,474358,474554,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1734,target/atomic/CoffeeSetupMug/20250813,214,208,474554,474762,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1735,target/atomic/CoffeeSetupMug/20250813,215,175,474762,474937,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1736,target/atomic/CoffeeSetupMug/20250813,216,250,474937,475187,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1737,target/atomic/CoffeeSetupMug/20250813,217,259,475187,475446,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1738,target/atomic/CoffeeSetupMug/20250813,218,195,475446,475641,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1739,target/atomic/CoffeeSetupMug/20250813,219,243,475641,475884,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1740,target/atomic/CoffeeSetupMug/20250813,220,184,475884,476068,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1741,target/atomic/CoffeeSetupMug/20250813,221,311,476068,476379,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1742,target/atomic/CoffeeSetupMug/20250813,222,341,476379,476720,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1743,target/atomic/CoffeeSetupMug/20250813,223,244,476720,476964,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1744,target/atomic/CoffeeSetupMug/20250813,224,225,476964,477189,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1745,target/atomic/CoffeeSetupMug/20250813,225,193,477189,477382,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1746,target/atomic/CoffeeSetupMug/20250813,226,172,477382,477554,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1747,target/atomic/CoffeeSetupMug/20250813,227,213,477554,477767,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1748,target/atomic/CoffeeSetupMug/20250813,228,275,477767,478042,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1749,target/atomic/CoffeeSetupMug/20250813,229,218,478042,478260,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1750,target/atomic/CoffeeSetupMug/20250813,230,242,478260,478502,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1751,target/atomic/CoffeeSetupMug/20250813,231,203,478502,478705,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1752,target/atomic/CoffeeSetupMug/20250813,232,275,478705,478980,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1753,target/atomic/CoffeeSetupMug/20250813,233,272,478980,479252,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1754,target/atomic/CoffeeSetupMug/20250813,234,238,479252,479490,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1755,target/atomic/CoffeeSetupMug/20250813,235,231,479490,479721,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1756,target/atomic/CoffeeSetupMug/20250813,236,229,479721,479950,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1757,target/atomic/CoffeeSetupMug/20250813,237,241,479950,480191,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1758,target/atomic/CoffeeSetupMug/20250813,238,345,480191,480536,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1759,target/atomic/CoffeeSetupMug/20250813,239,271,480536,480807,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1760,target/atomic/CoffeeSetupMug/20250813,240,227,480807,481034,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1761,target/atomic/CoffeeSetupMug/20250813,241,291,481034,481325,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
1762,target/atomic/CoffeeSetupMug/20250813,242,208,481325,481533,target/atomic/CoffeeSetupMug/20250813/lerobot.tar,https://utexas.box.com/s/rhrr67a994a16o25iprsfec07a1wmwm2
